gene,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,
Smp-150220,Smp_150220,2.79E-59,1.439831633,0.993,0.75,2.83E-55,Neuron_23,Receptor-type tyrosine-protein phosphatase N2
Smp-126990,Smp_126990,6.65E-58,1.587450479,0.987,0.801,6.75E-54,Neuron_23,Synapsin
Smp-177020,Smp_177020,8.24E-58,0.682730561,0.947,0.74,8.37E-54,Neuron_23,Inactive phospholipase C-like protein 2
Smp-310520,Smp_310520,2.43E-57,0.901716309,0.947,0.786,2.46E-53,Neuron_23,Hypothetical protein
Smp-179110,Smp_179110,3.12E-57,0.769339517,0.913,0.471,3.17E-53,Neuron_23,Purine nucleoside phosphorylase
Smp-340870,Smp_340870,4.53E-57,1.444998185,0.967,0.81,4.60E-53,Neuron_23,Non-symbiotic hemoglobin 1
Smp-242910,Smp_242910,5.23E-57,0.89881435,0.947,0.658,5.31E-53,Neuron_23,Allatostatin-A receptor
Smp-313210,Smp_313210,1.14E-56,1.538564163,0.98,0.771,1.16E-52,Neuron_23,Potassium voltage-gated channel subfamily A member 2
Smp-175900,Smp_175900,2.23E-56,1.468963681,0.987,0.79,2.27E-52,Neuron_23,Synaptotagmin-1
Smp-341310,Smp_341310,2.68E-56,1.457310805,0.987,0.773,2.72E-52,Neuron_23,Glycine dehydrogenase (decarboxylating)
Smp-024370,Smp_024370,2.86E-56,1.317907851,0.987,0.771,2.91E-52,Neuron_23,Protein fantom
Smp-150030,Smp_150030,3.09E-56,1.236530529,0.973,0.731,3.14E-52,Neuron_23,Hypothetical protein
Smp-247590,Smp_247590,3.48E-56,1.351461582,0.973,0.735,3.54E-52,Neuron_23,hox protein Dfd
Smp-201700,Smp_201700,1.80E-55,2.01135457,0.953,0.781,1.83E-51,Neuron_23,Hypothetical protein
Smp-347690,Smp_347690,1.98E-55,0.710362471,0.947,0.767,2.02E-51,Neuron_23,Neuron navigator 3
Smp-244400,Smp_244400,2.22E-55,1.41084425,0.967,0.823,2.25E-51,Neuron_23,"FERM, RhoGEF and pleckstrin domain-containing protein 2"
Smp-173100,Smp_173100,2.48E-55,1.540372802,0.967,0.823,2.52E-51,Neuron_23,Roundabout homolog 2
Smp-004310,Smp_004310,2.55E-55,1.032894071,1,0.929,2.59E-51,Neuron_23,V-type proton ATPase 16 kDa proteolipid subunit
Smp-121580,Smp_121580,2.71E-54,1.347328401,0.987,0.8,2.75E-50,Neuron_23,Piwi-like protein 2
Smp-244000,Smp_244000,2.81E-54,0.884438647,0.953,0.762,2.85E-50,Neuron_23,Regulator of G-protein signaling 8
Smp-040570,Smp_040570,3.05E-54,0.646060292,0.98,0.914,3.09E-50,Neuron_23,Ras-related protein Rab-5C
Smp-137940,Smp_137940,2.35E-53,1.631594365,0.98,0.747,2.39E-49,Neuron_23,Guanylate kinase
Smp-157750,Smp_157750,3.99E-53,0.541316823,0.96,0.83,4.05E-49,Neuron_23,Heterogeneous nuclear ribonucleoprotein 27C
Smp-129830,Smp_129830,5.35E-53,1.000878514,0.953,0.737,5.43E-49,Neuron_23,Protocadherin alpha-10
Smp-128760,Smp_128760,1.14E-52,1.170218266,0.967,0.787,1.16E-48,Neuron_23,Chitin synthase 3
Smp-145040,Smp_145040,1.21E-52,1.010006139,0.967,0.592,1.23E-48,Neuron_23,Major facilitator superfamily domain-containing protein 6
Smp-182620,Smp_182620,1.26E-52,1.426768816,0.987,0.774,1.28E-48,Neuron_23,Carboxypeptidase N catalytic chain
Smp-187800,Smp_187800,1.30E-52,0.763809664,0.947,0.729,1.32E-48,Neuron_23,UDP-N-acetylmuramoylalanine--D-glutamate ligase
Smp-167230,Smp_167230,2.04E-52,0.638937705,0.96,0.848,2.07E-48,Neuron_23,Golgi resident protein GCP60
Smp-314630,Smp_314630,2.75E-52,1.000189331,0.967,0.711,2.79E-48,Neuron_23,Synaptotagmin 1
Smp-158720,Smp_158720,5.22E-52,0.65659233,0.947,0.688,5.31E-48,Neuron_23,SCY1-like protein 2
Smp-131350,Smp_131350,5.62E-52,0.539513861,0.92,0.692,5.71E-48,Neuron_23,P3 protein
Smp-008850,Smp_008850,5.95E-52,0.56253646,0.933,0.563,6.04E-48,Neuron_23,FMRFamide receptor
Smp-317130,Smp_317130,6.03E-52,1.174213601,0.973,0.846,6.13E-48,Neuron_23,V-type proton ATPase subunit e 1
Smp-174170,Smp_174170,7.04E-52,0.547035621,0.973,0.797,7.15E-48,Neuron_23,Homeobox protein meis3-A
Smp-340440,Smp_340440,8.89E-52,1.221049219,0.98,0.737,9.03E-48,Neuron_23,Uracil phosphoribosyltransferase
Smp-010820,Smp_010820,1.11E-51,1.406584419,0.993,0.809,1.13E-47,Neuron_23,peptidyl-alpha-hydroxyglycine alpha-amidating lyase
Smp-084010,Smp_084010,1.30E-51,1.397238528,0.947,0.649,1.32E-47,Neuron_23,ATP synthase subunit alpha
Smp-334780,Smp_334780,1.82E-51,0.905476491,0.94,0.675,1.84E-47,Neuron_23,Hypothetical protein
Smp-344650,Smp_344650,3.34E-51,1.369664781,0.987,0.904,3.39E-47,Neuron_23,Ras-related protein Rab-3
Smp-342090,Smp_342090,4.38E-51,1.291919829,0.973,0.75,4.45E-47,Neuron_23,Neuropilin and tolloid-like protein 1
Smp-141830,Smp_141830,4.80E-51,0.547562913,0.94,0.734,4.88E-47,Neuron_23,Transcriptional enhancer factor TEF-1
Smp-333590,Smp_333590,4.85E-51,1.038782293,0.953,0.765,4.92E-47,Neuron_23,Cubilin
Smp-181250,Smp_181250,1.29E-50,0.663403105,0.933,0.76,1.31E-46,Neuron_23,Hemicentin-1
Smp-144110,Smp_144110,1.50E-50,0.820169872,0.96,0.816,1.53E-46,Neuron_23,FMRFamide-activated amiloride-sensitive sodium channel
Smp-149770,Smp_149770,1.62E-50,0.929082203,0.953,0.748,1.64E-46,Neuron_23,5-hydroxytryptamine receptor
Smp-058470,Smp_058470,1.80E-50,0.698790048,0.94,0.665,1.82E-46,Neuron_23,Innexin unc-9
Smp-026560,Smp_026560,1.94E-50,0.843577686,1,0.993,1.97E-46,Neuron_23,calmodulin
Smp-036990,Smp_036990,3.63E-50,0.986407138,0.987,0.934,3.68E-46,Neuron_23,Endophilin-A3
Smp-132270,Smp_132270,7.38E-50,0.916865927,0.953,0.842,7.50E-46,Neuron_23,Hypothetical protein
Smp-024520,Smp_024520,7.92E-50,1.370548935,0.96,0.769,8.05E-46,Neuron_23,Rab GDP dissociation inhibitor alpha
Smp-063640,Smp_063640,9.07E-50,1.086894278,0.967,0.896,9.21E-46,Neuron_23,Guanine nucleotide-binding protein subunit beta
Smp-148400,Smp_148400,1.81E-49,0.679839882,0.94,0.857,1.83E-45,Neuron_23,Calmodulin-binding transcription activator 1
Smp-134690,Smp_134690,2.03E-49,1.097772175,0.873,0.305,2.06E-45,Neuron_23,Homeobox protein SMOX-6 (Fragment)
Smp-019900,Smp_019900,2.11E-49,1.281707406,0.96,0.783,2.15E-45,Neuron_23,Fasciculation and elongation protein zeta-1
Smp-163840,Smp_163840,2.37E-49,1.19731631,0.987,0.803,2.41E-45,Neuron_23,Tumor protein p63-regulated gene 1-like protein
Smp-016780,Smp_016780,5.87E-49,0.6050525,0.92,0.615,5.96E-45,Neuron_23,Tubulin alpha-2/alpha-4 chain
Smp-194390,Smp_194390,9.60E-49,0.577426606,0.933,0.739,9.75E-45,Neuron_23,Suppressor of cytokine signaling 7
Smp-204230,Smp_204230,1.35E-48,1.014570864,0.953,0.699,1.37E-44,Neuron_23,Probable G-protein coupled receptor AH9.1
Smp-162440,Smp_162440,1.79E-48,0.908516593,0.96,0.676,1.82E-44,Neuron_23,Mechanosensory protein 2
Smp-344610,Smp_344610,2.11E-48,1.446592862,0.98,0.84,2.14E-44,Neuron_23,A.1.12/9 antigen
Smp-342540,Smp_342540,3.47E-48,0.618760413,0.933,0.666,3.52E-44,Neuron_23,ETS domain-containing protein Elk-1
Smp-345430,Smp_345430,4.53E-48,0.7815287,0.947,0.646,4.60E-44,Neuron_23,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
Smp-039810,Smp_039810,4.91E-48,1.211586673,0.987,0.904,4.99E-44,Neuron_23,Protein muscleblind
Smp-141070,Smp_141070,6.06E-48,0.565243019,0.927,0.77,6.15E-44,Neuron_23,Glutamate receptor-interacting protein 1
Smp-303270,Smp_303270,1.47E-47,0.82879161,0.907,0.664,1.49E-43,Neuron_23,CD63 antigen
Smp-044920,Smp_044920,2.31E-47,1.192238795,0.993,0.933,2.34E-43,Neuron_23,Dynamin-1
Smp-301420,Smp_301420,2.74E-47,0.720295095,0.94,0.621,2.79E-43,Neuron_23,Hypothetical protein
Smp-059670,Smp_059670,3.40E-47,1.189191812,0.993,0.818,3.46E-43,Neuron_23,Synaptogyrin-2
Smp-340320,Smp_340320,4.16E-47,0.667079806,0.947,0.767,4.23E-43,Neuron_23,high voltage-activated calcium channel Cav2A
Smp-059820,Smp_059820,4.43E-47,0.790748139,0.9,0.501,4.50E-43,Neuron_23,Protein rolling stone
Smp-243970,Smp_243970,5.99E-47,0.998989228,0.967,0.726,6.08E-43,Neuron_23,Glypican-6
Smp-129240,Smp_129240,6.27E-47,1.140305588,0.993,0.743,6.37E-43,Neuron_23,Uncharacterized protein KIAA0513
Smp-344170,Smp_344170,9.11E-47,0.584868596,0.927,0.77,9.25E-43,Neuron_23,Protocadherin-1
Smp-152380,Smp_152380,1.36E-46,0.744733977,0.933,0.738,1.38E-42,Neuron_23,Putative rhophilin-2-like protein RHPN2P1
Smp-173380,Smp_173380,1.43E-46,0.97497826,0.967,0.871,1.45E-42,Neuron_23,Inactive tyrosine-protein kinase 7
Smp-140620,Smp_140620,2.12E-46,1.042349574,0.947,0.745,2.15E-42,Neuron_23,G protein coupled receptor fragment
Smp-034120,Smp_034120,2.99E-46,1.122443712,1,0.828,3.04E-42,Neuron_23,Synaptosomal-associated protein 25
Smp-030730,Smp_030730,3.31E-46,0.876748967,0.987,0.96,3.36E-42,Neuron_23,Tubulin beta-4B chain
Smp-301730,Smp_301730,3.40E-46,1.176442864,0.98,0.821,3.45E-42,Neuron_23,Short coiled-coil protein
Smp-336670,Smp_336670,3.82E-46,0.600896717,0.927,0.564,3.88E-42,Neuron_23,Tetratricopeptide repeat protein 21B
Smp-137980,Smp_137980,4.34E-46,0.7251445,0.88,0.562,4.41E-42,Neuron_23,5-hydroxytryptamine receptor 2
Smp-077980,Smp_077980,4.48E-46,1.16627646,0.993,0.789,4.55E-42,Neuron_23,Neuroendocrine convertase 2
Smp-054350,Smp_054350,6.77E-46,1.108958449,0.893,0.652,6.88E-42,Neuron_23,Fork head domain-containing protein FD3
Smp-164760,Smp_164760,7.41E-46,0.770292487,0.953,0.768,7.53E-42,Neuron_23,Fasciclin-2
Smp-143130,Smp_143130,7.85E-46,1.305819937,0.947,0.761,7.98E-42,Neuron_23,Four and a half LIM domains protein 2
Smp-074150,Smp_074150,1.16E-45,1.10860217,1,0.878,1.17E-41,Neuron_23,annexin
Smp-337260,Smp_337260,1.87E-45,1.321379877,0.96,0.784,1.90E-41,Neuron_23,Neural proliferation differentiation and control protein 1
Smp-247430,Smp_247430,2.02E-45,0.757538157,0.94,0.762,2.05E-41,Neuron_23,cadherin domain containing protein
Smp-050220,Smp_050220,2.50E-45,1.21981267,1,0.895,2.54E-41,Neuron_23,Putative complexin-1
Smp-341030,Smp_341030,6.55E-45,0.553260836,0.953,0.839,6.65E-41,Neuron_23,Sal-like protein 2
Smp-332360,Smp_332360,8.39E-45,1.113920688,0.96,0.866,8.52E-41,Neuron_23,Hypothetical protein
Smp-244080,Smp_244080,8.92E-45,0.968545582,0.987,0.809,9.06E-41,Neuron_23,Receptor-type tyrosine-protein phosphatase delta
Smp-245540,Smp_245540,1.29E-44,0.578406526,0.953,0.817,1.31E-40,Neuron_23,Nucleolar protein 4-like
Smp-346790,Smp_346790,1.41E-44,0.994054526,0.987,0.84,1.44E-40,Neuron_23,Hypothetical protein
Smp-334850,Smp_334850,1.49E-44,0.716554962,0.82,0.279,1.51E-40,Neuron_23,Hypothetical protein
Smp-334150,Smp_334150,1.71E-44,0.565574906,0.893,0.692,1.74E-40,Neuron_23,Fibroblast growth factor receptor 2
Smp-126310,Smp_126310,2.22E-44,0.834264512,0.933,0.594,2.26E-40,Neuron_23,Beta-1-syntrophin
Smp-086830,Smp_086830,2.76E-44,1.046009944,0.96,0.735,2.80E-40,Neuron_23,Mechanosensory protein 2
Smp-064350,Smp_064350,4.75E-44,1.086808397,0.96,0.787,4.83E-40,Neuron_23,V-type proton ATPase 21 kDa proteolipid subunit
Smp-147140,Smp_147140,6.05E-44,0.609951418,0.94,0.796,6.14E-40,Neuron_23,Transient receptor potential channel
Smp-343960,Smp_343960,6.23E-44,0.89382246,0.913,0.643,6.33E-40,Neuron_23,cAMP-dependent protein kinase regulatory subunit
Smp-203950,Smp_203950,6.84E-44,1.10972378,0.94,0.723,6.94E-40,Neuron_23,Retinol dehydrogenase 11
Smp-153200,Smp_153200,7.66E-44,0.983278652,0.9,0.613,7.78E-40,Neuron_23,FMRFamide receptor
Smp-150140,Smp_150140,1.18E-43,1.19233699,0.98,0.875,1.20E-39,Neuron_23,"RNA-binding motif, single-stranded-interacting protein 3"
Smp-205760,Smp_205760,2.64E-43,0.987238803,0.993,0.929,2.68E-39,Neuron_23,Guanine nucleotide-binding protein subunit gamma
Smp-063070,Smp_063070,6.49E-43,1.047119393,0.967,0.723,6.59E-39,Neuron_23,Ras-related protein Rab-10
Smp-159790,Smp_159790,8.85E-43,0.819777465,0.967,0.768,8.98E-39,Neuron_23,Kinesin-like protein KIF1A
Smp-123870,Smp_123870,1.09E-42,1.131732737,0.947,0.78,1.11E-38,Neuron_23,Vesicle-associated membrane protein 1
Smp-056060,Smp_056060,1.69E-42,0.590257049,0.907,0.527,1.72E-38,Neuron_23,Sex peptide receptor
Smp-169660,Smp_169660,2.69E-42,0.676542291,0.947,0.798,2.73E-38,Neuron_23,DNA replication complex GINS protein PSF2
Smp-042160,Smp_042160,4.59E-42,0.866638346,0.993,0.971,4.67E-38,Neuron_23,fructose-bisphosphate aldolase
Smp-196090,Smp_196090,4.95E-42,0.684835131,0.953,0.803,5.03E-38,Neuron_23,Kinase D-interacting substrate of 220 kDa
Smp-048380,Smp_048380,6.86E-42,0.915090562,0.96,0.681,6.96E-38,Neuron_23,Nuclear egress protein 1
Smp-031880,Smp_031880,8.46E-42,0.830804751,0.993,0.91,8.59E-38,Neuron_23,Basigin
Smp-129060,Smp_129060,1.07E-41,0.986921982,0.967,0.665,1.09E-37,Neuron_23,Vesicular glutamate transporter 2
Smp-161120,Smp_161120,1.66E-41,0.776545537,0.98,0.879,1.69E-37,Neuron_23,Metastasis suppressor protein 1
Smp-153780,Smp_153780,1.78E-41,1.120347625,0.913,0.692,1.81E-37,Neuron_23,"Glutamate receptor ionotropic, kainate 3"
Smp-173190,Smp_173190,2.22E-41,0.508471069,0.927,0.79,2.25E-37,Neuron_23,Calcium-dependent secretion activator 1
Smp-085520,Smp_085520,3.07E-41,0.961366246,0.973,0.813,3.12E-37,Neuron_23,Vacuolar ATP synthase subunit E-like protein
Smp-342420,Smp_342420,3.09E-41,0.858364407,0.927,0.594,3.14E-37,Neuron_23,Dihydroxyacetone phosphate acyltransferase
Smp-125940,Smp_125940,3.53E-41,0.770665795,0.96,0.678,3.59E-37,Neuron_23,Phosphoribosylformylglycinamidine synthase subunit PurL
Smp-347500,Smp_347500,4.09E-41,0.987597867,0.993,0.941,4.15E-37,Neuron_23,Girdin
Smp-073280,Smp_073280,5.99E-41,1.049761536,0.967,0.791,6.08E-37,Neuron_23,Hypothetical protein
Smp-088240,Smp_088240,5.99E-41,1.12840618,0.94,0.762,6.09E-37,Neuron_23,Calcium channel flower
Smp-181080,Smp_181080,6.35E-41,0.623980925,0.94,0.829,6.44E-37,Neuron_23,Shb-like protein
Smp-124240,Smp_124240,7.19E-41,0.958326453,0.98,0.833,7.31E-37,Neuron_23,Sodium/potassium-transporting ATPase subunit beta-2
Smp-332170,Smp_332170,9.63E-41,0.818661122,0.98,0.801,9.78E-37,Neuron_23,Receptor-type adenylate cyclase GRESAG 4.2 (Fragment)
Smp-133580,Smp_133580,9.63E-41,0.978594288,0.907,0.699,9.78E-37,Neuron_23,Hypothetical protein
Smp-124070,Smp_124070,1.42E-40,0.665408995,0.967,0.775,1.44E-36,Neuron_23,venom allergen (val) protein
Smp-164020,Smp_164020,2.78E-40,0.640890759,0.88,0.64,2.82E-36,Neuron_23,Phosphatase and actin regulator 4A
Smp-332480,Smp_332480,2.81E-40,1.456654653,0.907,0.738,2.86E-36,Neuron_23,Tumor necrosis factor receptor superfamily member 16
Smp-244320,Smp_244320,3.90E-40,0.765188469,0.947,0.649,3.96E-36,Neuron_23,Hypothetical protein
Smp-151740,Smp_151740,3.97E-40,0.852085156,0.96,0.702,4.03E-36,Neuron_23,Small G protein signaling modulator 2
Smp-163550,Smp_163550,4.93E-40,0.787694905,0.927,0.694,5.01E-36,Neuron_23,Hypothetical protein
Smp-344580,Smp_344580,5.93E-40,0.907946205,0.967,0.922,6.02E-36,Neuron_23,Lethal(2) giant larvae protein homolog 1
Smp-342080,Smp_342080,9.89E-40,1.152591647,0.967,0.83,1.00E-35,Neuron_23,Protein stoned-B
Smp-145300,Smp_145300,1.35E-39,1.008543136,0.973,0.758,1.37E-35,Neuron_23,peptidylglycine alpha hydroxylating mono-oxygenase
Smp-140590,Smp_140590,2.11E-39,0.562178676,0.94,0.783,2.14E-35,Neuron_23,Galectin-9C
Smp-340210,Smp_340210,2.13E-39,1.130269751,0.967,0.84,2.17E-35,Neuron_23,60S ribosomal protein L6
Smp-148870,Smp_148870,2.60E-39,0.790864578,0.96,0.835,2.64E-35,Neuron_23,Coiled-coil domain-containing protein AGAP005037
Smp-147050,Smp_147050,2.69E-39,0.837102497,0.953,0.849,2.73E-35,Neuron_23,V-type proton ATPase catalytic subunit A
Smp-131870,Smp_131870,2.77E-39,0.982330495,0.973,0.851,2.81E-35,Neuron_23,Syntaxin-binding protein 1
Smp-103530,Smp_103530,4.47E-39,0.858541838,0.967,0.84,4.54E-35,Neuron_23,High mobility group protein B1
Smp-135820,Smp_135820,5.77E-39,0.530097226,0.92,0.713,5.86E-35,Neuron_23,V-set and immunoglobulin domain-containing protein 1
Smp-267000,Smp_267000,7.41E-39,0.743598262,0.98,0.971,7.53E-35,Neuron_23,V-type proton ATPase subunit S1
Smp-267010,Smp_267010,1.64E-38,0.559204966,0.947,0.834,1.66E-34,Neuron_23,Immunoglobulin superfamily member 10
Smp-245840,Smp_245840,1.96E-38,0.994821013,0.88,0.712,1.99E-34,Neuron_23,Hypothetical protein
Smp-135080,Smp_135080,2.02E-38,0.605410847,0.96,0.892,2.05E-34,Neuron_23,Electromotor neuron-associated protein 2 (Fragment)
Smp-139100,Smp_139100,2.37E-38,0.928604633,0.98,0.882,2.41E-34,Neuron_23,Protein F37C4.5
Smp-057320,Smp_057320,2.70E-38,1.040773519,0.94,0.795,2.74E-34,Neuron_23,Vesicle-fusing ATPase 2
Smp-241950,Smp_241950,2.94E-38,0.872157502,0.94,0.779,2.99E-34,Neuron_23,Regulating synaptic membrane exocytosis protein 1
Smp-138510,Smp_138510,3.31E-38,0.905621377,0.933,0.78,3.36E-34,Neuron_23,Hypothetical protein
Smp-310510,Smp_310510,3.35E-38,0.973909959,0.953,0.737,3.40E-34,Neuron_23,Hypothetical protein
Smp-246160,Smp_246160,4.85E-38,0.874710828,0.973,0.738,4.92E-34,Neuron_23,Ankyrin-3
Smp-012780,Smp_012780,4.85E-38,0.715160313,0.947,0.764,4.93E-34,Neuron_23,Sterile alpha and TIR motif-containing protein 1
Smp-246710,Smp_246710,6.49E-38,0.714042173,0.953,0.648,6.60E-34,Neuron_23,Protein regulator of cytokinesis 1
Smp-300840,Smp_300840,2.03E-37,0.609721886,0.98,0.689,2.07E-33,Neuron_23,CUGBP Elav-like family member 3
Smp-010720,Smp_010720,2.26E-37,0.572560536,0.9,0.642,2.30E-33,Neuron_23,Elongation of very long chain fatty acids protein 7
Smp-136400,Smp_136400,3.14E-37,1.060216685,0.96,0.763,3.19E-33,Neuron_23,Cytochrome b561
Smp-045990,Smp_045990,3.42E-37,0.761557404,0.993,0.75,3.48E-33,Neuron_23,GTP-binding protein Di-Ras2
Smp-212740,Smp_212740,3.70E-37,0.695817903,0.913,0.711,3.76E-33,Neuron_23,Mothers against decapentaplegic homolog
Smp-139330,Smp_139330,1.42E-36,0.663357934,0.953,0.779,1.44E-32,Neuron_23,nicotinic acetylcholine receptor non alpha
Smp-004910,Smp_004910,1.51E-36,0.857872719,0.947,0.845,1.54E-32,Neuron_23,Ras-related protein Rab-14
Smp-241470,Smp_241470,1.98E-35,0.695206907,0.967,0.795,2.01E-31,Neuron_23,putative tolloid 1 protein
Smp-099890,Smp_099890,3.33E-35,0.762868408,0.967,0.774,3.38E-31,Neuron_23,Receptor expression-enhancing protein 5
Smp-130950,Smp_130950,4.08E-35,0.757511367,0.98,0.869,4.14E-31,Neuron_23,Hypothetical protein
Smp-060950,Smp_060950,4.53E-35,0.715085653,0.96,0.813,4.60E-31,Neuron_23,Alpha-soluble NSF attachment protein
Smp-026420,Smp_026420,5.06E-35,0.895475496,0.92,0.734,5.14E-31,Neuron_23,Calcineurin B homologous protein 1
Smp-170290,Smp_170290,5.19E-35,0.583627018,0.94,0.736,5.28E-31,Neuron_23,Disks large homolog 2
Smp-074590,Smp_074590,6.73E-35,0.845247879,0.987,0.799,6.84E-31,Neuron_23,Valine--tRNA ligase
Smp-151310,Smp_151310,8.04E-35,0.834652876,0.813,0.475,8.17E-31,Neuron_23,Netrin unc-6
Smp-333720,Smp_333720,1.10E-34,0.830586495,0.947,0.741,1.11E-30,Neuron_23,ELKS/Rab6-interacting/CAST family member 1
Smp-310650,Smp_310650,1.22E-34,0.502519088,0.88,0.666,1.24E-30,Neuron_23,Peripheral myelin protein 22
Smp-191210,Smp_191210,1.67E-34,0.566756722,0.927,0.737,1.69E-30,Neuron_23,CAP-Gly domain-containing linker protein 2
Smp-313450,Smp_313450,2.36E-34,0.553031182,0.98,0.832,2.40E-30,Neuron_23,Disintegrin and metalloproteinase domain-containing protein 9
Smp-201030,Smp_201030,4.27E-34,0.748146092,0.973,0.906,4.33E-30,Neuron_23,"Dynein light chain 2, cytoplasmic"
Smp-049270,Smp_049270,6.49E-34,0.898289777,0.967,0.85,6.59E-30,Neuron_23,Major egg antigen
Smp-148250,Smp_148250,1.03E-33,0.544554637,0.967,0.836,1.05E-29,Neuron_23,Protein unc-79 homolog
Smp-247620,Smp_247620,1.34E-33,0.516647885,0.927,0.731,1.36E-29,Neuron_23,Nucleolysin TIA-1 isoform p40
Smp-247950,Smp_247950,2.57E-33,0.512379301,0.9,0.694,2.61E-29,Neuron_23,Large neutral amino acids transporter small subunit 2
Smp-129900,Smp_129900,2.85E-33,0.542564432,0.94,0.768,2.90E-29,Neuron_23,Uncharacterized sodium-dependent transporter MJ1319
Smp-086210,Smp_086210,3.93E-33,0.959625084,0.953,0.832,3.99E-29,Neuron_23,Dihydropteridine reductase
Smp-016630,Smp_016630,4.27E-33,0.897492781,0.967,0.856,4.33E-29,Neuron_23,Guanine nucleotide-binding protein G(o) subunit alpha
Smp-158170,Smp_158170,4.65E-33,0.56402114,0.913,0.669,4.73E-29,Neuron_23,Hypothetical protein
Smp-150740,Smp_150740,7.58E-33,0.62162592,0.94,0.861,7.70E-29,Neuron_23,Hypothetical protein
Smp-024820,Smp_024820,8.49E-33,0.789856176,0.987,0.88,8.62E-29,Neuron_23,CD9 antigen
Smp-343520,Smp_343520,8.63E-33,0.880056063,0.993,0.83,8.77E-29,Neuron_23,"Solute carrier family 2, facilitated glucose transporter member 10"
Smp-344620,Smp_344620,1.42E-32,0.890945603,0.967,0.867,1.45E-28,Neuron_23,Ankyrin-3
Smp-004190,Smp_004190,1.45E-32,0.889147214,0.913,0.63,1.48E-28,Neuron_23,Cationic amino acid transporter 4
Smp-144030,Smp_144030,1.47E-32,0.603738884,0.933,0.724,1.50E-28,Neuron_23,phosphatidate cytidylyltransferase
Smp-140250,Smp_140250,1.51E-32,0.619910378,0.86,0.595,1.53E-28,Neuron_23,G protein coupled receptor fragment
Smp-144360,Smp_144360,1.88E-32,0.956466768,0.953,0.799,1.91E-28,Neuron_23,Proteolipid protein DM alpha
Smp-028670,Smp_028670,2.13E-32,0.889910026,0.92,0.74,2.16E-28,Neuron_23,Carbonic anhydrase 2
Smp-342190,Smp_342190,2.60E-32,0.951329972,1,0.846,2.64E-28,Neuron_23,Transient receptor potential cation channel subfamily A member 1
Smp-174190,Smp_174190,4.68E-32,0.518043557,0.873,0.598,4.76E-28,Neuron_23,Tetraspanin-15
Smp-148460,Smp_148460,5.06E-32,0.652183577,0.967,0.883,5.13E-28,Neuron_23,Neurofibromin
Smp-122900,Smp_122900,5.32E-32,0.725291891,0.96,0.762,5.40E-28,Neuron_23,Beta-arrestin-1
Smp-333510,Smp_333510,7.13E-32,0.872838354,0.967,0.875,7.24E-28,Neuron_23,DnaJ homolog subfamily C member 5
Smp-079950,Smp_079950,7.18E-32,0.831693416,0.92,0.705,7.29E-28,Neuron_23,V-type proton ATPase subunit d
Smp-017430,Smp_017430,1.17E-31,0.59239641,0.98,0.972,1.19E-27,Neuron_23,23 kDa integral membrane protein
Smp-134050,Smp_134050,1.75E-31,0.744134924,0.933,0.739,1.77E-27,Neuron_23,Voltage-dependent calcium channel subunit alpha-2/delta-3
Smp-316080,Smp_316080,2.16E-31,0.596313798,0.887,0.565,2.19E-27,Neuron_23,Potassium voltage-gated channel subfamily B member 1
Smp-341620,Smp_341620,3.16E-31,0.507534522,0.967,0.876,3.21E-27,Neuron_23,FERM domain-containing protein 5
Smp-150640,Smp_150640,4.85E-31,0.852524478,0.92,0.703,4.92E-27,Neuron_23,Valine--tRNA ligase
Smp-210860,Smp_210860,5.26E-31,0.623241832,0.887,0.647,5.34E-27,Neuron_23,dystrobrevin
Smp-246140,Smp_246140,5.46E-31,0.734681934,0.953,0.779,5.54E-27,Neuron_23,V-type proton ATPase subunit H
Smp-012440,Smp_012440,5.73E-31,0.68208673,0.98,0.926,5.82E-27,Neuron_23,"Solute carrier family 2, facilitated glucose transporter member 1"
Smp-243840,Smp_243840,1.53E-30,0.72491261,0.807,0.474,1.55E-26,Neuron_23,Sex peptide receptor
Smp-207050,Smp_207050,2.02E-30,0.53589183,0.92,0.686,2.05E-26,Neuron_23,TBC1 domain family member 24
Smp-041060,Smp_041060,2.56E-30,0.55654141,0.94,0.857,2.60E-26,Neuron_23,Septin-5
Smp-076010,Smp_076010,2.91E-30,0.751931513,0.9,0.761,2.96E-26,Neuron_23,Ribosomal RNA small subunit methyltransferase Nep1
Smp-005880,Smp_005880,5.22E-30,0.797063486,0.907,0.716,5.31E-26,Neuron_23,phosphoenolpyruvate carboxykinase
Smp-122810,Smp_122810,6.39E-30,0.531496933,0.96,0.778,6.49E-26,Neuron_23,Mechanosensory protein 2
Smp-139340,Smp_139340,6.81E-30,0.775182622,0.96,0.798,6.91E-26,Neuron_23,Ras-related protein Rab-27B
Smp-140200,Smp_140200,1.51E-29,0.656823187,0.96,0.796,1.54E-25,Neuron_23,Protein MADS AFFECTING FLOWERING 5
Smp-166930,Smp_166930,1.71E-29,0.761852273,0.893,0.715,1.74E-25,Neuron_23,ADP-ribosylation factor-like protein 8B
Smp-017520,Smp_017520,1.75E-29,0.735918589,0.927,0.789,1.78E-25,Neuron_23,Inositol polyphosphate 1-phosphatase
Smp-038960,Smp_038960,2.02E-29,0.702624114,0.98,0.798,2.05E-25,Neuron_23,L-lactate dehydrogenase B chain
